DisplayID;DisplayHole;DisplayDiagonal;Resolution;DisplayType;DisplayColorDepth;DisplayIllumination;DisplayRefreshRate
2292;;145.3 mm;1440x2560;Color ASV TFT LCD display;24 bit/pixel;LED;120 Hz
2293;;35.3 mm;400x400;Color AM-OLED display;24 bit/pixel;Self-illuminating;
2294;;38.8 mm;320x320;Color IPS TFT LCD display;24 bit/pixel;LED;
2295;;148.6 mm;720x1520;Color IPS TFT LCD display;24 bit/pixel;LED;
2296;;144.78 mm;1080x2160;Color IPS TFT LCD display;24 bit/pixel;LED;
2297;;30.5 mm;360x360;Color IPS TFT LCD display;24 bit/pixel;LED;
2298;;165 mm;1242x2688;Color AM-OLED display;24 bit/pixel;Self-illuminating;
2299;;157 mm;1080x2246;Color IPS TFT LCD display;30 bit/pixel;LED;
2300;;139.7 mm;720x1280;Color TN-TFT LCD display;24 bit/pixel;LED;
2301;;127 mm;480x854;Color TN-TFT LCD display;24 bit/pixel;LED;
2302;;152.14 mm;1080x2160;Color IPS TFT LCD display;24 bit/pixel;LED;
2303;;156 mm;1080x2246;Color IPS TFT LCD display;24 bit/pixel;LED;
2304;;149.86 mm;720x1520;Color IPS TFT LCD display;24 bit/pixel;Yes;
2305;;157.48 mm;1080x2246;Color IPS TFT LCD display;24 bit/pixel;LED;
2306;;132 mm;1080x1920;Color AM-OLED display;24 bit/pixel;Self-illuminating;
2307;;156.7 mm;1080x2242;Color IPS TFT LCD display;30 bit/pixel;LED;
2308;;148.33 mm;1080x2280;Color IPS TFT LCD display;24 bit/pixel;Yes;
2309;;152 mm;1080x2160;Color IPS TFT LCD display;24 bit/pixel;LED;
2310;;106.87 mm;768x1280;Color IPS TFT LCD display;24 bit/pixel;LED;
2311;;132.08 mm;720x1280;Color IPS TFT LCD display;24 bit/pixel;Yes;
2312;;176.5 mm;1024x600;Color IPS TFT LCD display;24 bit/pixel;Yes;
2313;;203.2 mm;1280x800;Color IPS TFT LCD display;24 bit/pixel;Yes;
2314;;144 mm;720x1498;Color IPS TFT LCD display;24 bit/pixel;LED;
2315;;132 mm;480x854;Color TN-TFT LCD display;24 bit/pixel;Yes;
2316;;30.5 mm;390x390;Color TN-TFT LCD display;24 bit/pixel;Yes;
2317;;144 mm;720x1440;Color TN-TFT LCD display;24 bit/pixel;LED;
2318;;160 mm;1080x2340;Color TN-TFT LCD display;24 bit/pixel;LED;
2319;;162.4 mm;1440x3120;Color AM-OLED display;24 bit/pixel;Self-illuminating;
2320;;149 mm;1080x2160;Color IPS TFT LCD display;24 bit/pixel;Yes;
2321;;256.54 mm;1024x600;Color TN-TFT LCD display;24 bit/pixel;Yes;
2322;;144.78 mm;720x1440;Color TN-TFT LCD display;24 bit/pixel;Yes;
2323;;150.6 mm;720x1512;Color IPS TFT LCD display;24 bit/pixel;Yes;
2324;;138.45 mm;720x1440;Color IPS TFT LCD display;24 bit/pixel;Yes;
2325;;266.7 mm;1600x2560;Color AM-OLED display;24 bit/pixel;Self-illuminating;
2326;;144.78 mm;480x960;Color TN-TFT LCD display;24 bit/pixel;Yes;
2327;;142 mm;1080x2220;Color AM-OLED display;24 bit/pixel;Self-illuminating;
2328;;150.6 mm;1080x2160;Color IPS TFT LCD display;24 bit/pixel;LED;
2329;;114 mm;480x854;Color TN-TFT LCD display;;Yes;
2330;;146.5 mm;1440x2960;Color AM-OLED display;24 bit/pixel;Self-illuminating;
2331;;162.6 mm;1440x2960;Color AM-OLED display;24 bit/pixel;Self-illuminating;
2332;;144 mm;1080x2160;Color IPS TFT LCD display;24 bit/pixel;Yes;
2333;;147 mm;1080x2244;Color IPS TFT LCD display;24 bit/pixel;LED;
2334;;138.94 mm;720x1440;Color IPS TFT LCD display;24 bit/pixel;LED;
2335;;132.08 mm;1080x1920;Color IPS TFT LCD display;24 bit/pixel;LED;
2336;;152.4 mm;1080x1920;Color IPS TFT LCD display;24 bit/pixel;Yes;
2337;;176.53 mm;1080x2220;Color AM-OLED display;24 bit/pixel;Yes;
2338;;165.1 mm;1080x2160;Color AM-OLED display;24 bit/pixel;Self-illuminating;
2339;;31 mm;;Yes;24 bit/pixel;Yes;
2340;;30 mm;360x360;Color AM-OLED display;24 bit/pixel;Self-illuminating;
2341;;134.6 mm;720x1280;Color TN-TFT LCD display;24 bit/pixel;LED;
2342;;152.15 mm;1080x2160;Color IPS TFT LCD display;24 bit/pixel;LED;
2343;;152.14 mm;720x1440;Color IPS TFT LCD display;24 bit/pixel;Yes;
2344;;152.4 mm;1080x2160;Color AM-OLED display;30 bit/pixel;Self-illuminating;90 Hz
2345;;139.7 mm;720x1512;Color IPS TFT LCD display;24 bit/pixel;Yes;
2346;;119.38 mm;720x1280;Color IPS TFT LCD display;24 bit/pixel;Yes;
2347;;266.7 mm;1200x1920;Color IPS TFT LCD display;24 bit/pixel;Yes;
2348;;147.32 mm;720x1440;Color IPS TFT LCD display;24 bit/pixel;Yes;
2349;;167.4 mm;1080x2316;Color AM-OLED display;30 bit/pixel;Self-illuminating;
2350;;127 mm;720x1280;Color AM-OLED display;24 bit/pixel;Yes;
2351;;149.86 mm;720x1520;Color IPS TFT LCD display;24 bit/pixel;LED;
2352;;152.2 mm;1080x2160;Color IPS TFT LCD display;24 bit/pixel;LED;
2353;;177.8 mm;720x1280;Color IPS TFT LCD display;24 bit/pixel;Yes;
2354;;135.6 mm;480x960;Color IPS TFT LCD display;24 bit/pixel;Yes;
2355;;38.1 mm;400x400;Color AM-OLED display;24 bit/pixel;Yes;
2356;;157.27 mm;720x1500;Color IPS TFT LCD display;24 bit/pixel;LED;
2357;;35.3 mm;400x400;Color AM-OLED display;24 bit/pixel;Yes;
2358;;148.34 mm;1080x2280;Color IPS TFT LCD display;24 bit/pixel;LED;
2359;;33.02 mm;;Color AM-OLED display;24 bit/pixel;Yes;
2360;;30.23 mm;390x390;Color AM-OLED display;24 bit/pixel;Yes;
2361;;30.22 mm;390x390;Color AM-OLED display;24 bit/pixel;Yes;
2362;;35.3 mm;454x454;Color AM-OLED display;24 bit/pixel;Yes;
2363;;35.56 mm;290x320;Color AM-OLED display;24 bit/pixel;Yes;
2364;;159.5 mm;1080x2280;Color IPS TFT LCD display;24 bit/pixel;Yes;
2365;;101.6 mm;480x854;Color TN-TFT LCD display;24 bit/pixel;Yes;
2366;;134.62 mm;480x960;Color TN-TFT LCD display;24 bit/pixel;Yes;
2367;;138 mm;480x854;Color TN-TFT LCD display;24 bit/pixel;Yes;
2368;;139.7 mm;1080x2040;Color IPS TFT LCD display;24 bit/pixel;Yes;
2369;;132 mm;480x854;Color TN-TFT LCD display;18 bit/pixel;Yes;
2370;;175.26 mm;1080x2160;Color IPS TFT LCD display;24 bit/pixel;LED;
2371;;144 mm;1080x2160;Color IPS TFT LCD display;24 bit/pixel;LED;
2372;;127 mm;720x1280;Color IPS TFT LCD display;18 bit/pixel;Yes;
2373;;152.146 mm;1080x2160;Color IPS TFT LCD display;24 bit/pixel;LED;
2374;;132.08 mm;720x1280;Color IPS TFT LCD display;24 bit/pixel;LED;
2375;;152.1 mm;1440x2880;Color PVA TFT LCD display;30 bit/pixel;LED;
2376;;132 mm;720x1280;Color IPS TFT LCD display;24 bit/pixel;Yes;
2377;;127 mm;480x854;Color TN-TFT LCD display;18 bit/pixel;Yes;
2378;;152 mm;1080x2160;Color IPS TFT LCD display;24 bit/pixel;Yes;
2379;;157 mm;1080x2246;Color IPS TFT LCD display;24 bit/pixel;Yes;
2380;;38.1 mm;326x360;Yes;24 bit/pixel;Yes;
2381;;35.56 mm;190x320;Yes;24 bit/pixel;Yes;
2382;;152.46 mm;720x1440;Color IPS TFT LCD display;24 bit/pixel;Yes;
2383;;81.28 mm;240x320;Color TN-TFT LCD display;16 bit/pixel;Yes;
2384;;32 mm;144x168;monochrome E Ink display;2 bit/pixel;;
2385;;159.5 mm;1080x2280;Color AM-OLED display;24 bit/pixel;Self-illuminating;
2386;;109.22 mm;480x800;Color TN-TFT LCD display;24 bit/pixel;LED;
2387;;148.5 mm;1080x1920;Color IPS TFT LCD display;24 bit/pixel;Yes;
2388;;151.9 mm;1080x1920;Color IPS TFT LCD display;24 bit/pixel;Yes;
2389;;144.78 mm;1080x1920;Color IPS TFT LCD display;24 bit/pixel;LED;
2390;;157.48 mm;1080x2160;Color IPS TFT LCD display;24 bit/pixel;LED;
2391;;152.146 mm;720x1440;Color IPS TFT LCD display;24 bit/pixel;LED;
2392;;132.08 mm;720x1440;Color IPS TFT LCD display;24 bit/pixel;LED;
2393;;89 mm;320x480;Color TN-TFT LCD display;24 bit/pixel;Yes;
2394;;152 mm;1080x2280;Color IPS TFT LCD display;24 bit/pixel;Yes;
2395;;89 mm;320x480;Color IPS TFT LCD display;24 bit/pixel;Yes;
2396;;203.2 mm;1200x1920;Color IPS TFT LCD display;24 bit/pixel;Yes;
2397;;148.33 mm;1080x2220;Color IPS TFT LCD display;24 bit/pixel;LED;
2398;;134 mm;480x960;Color IPS TFT LCD display;24 bit/pixel;Yes;
2399;;132 mm;480x854;Color IPS TFT LCD display;24 bit/pixel;Yes;
2400;;132 mm;720x1280;Color IPS TFT LCD display;24 bit/pixel;LED;
2401;;145 mm;1440x2560;Color AM-OLED display;24 bit/pixel;Self-illuminating;
2402;;126.06 mm;1080x2160;Color IPS TFT LCD display;24 bit/pixel;LED;
2403;;149.35 mm;1080x2244;Color AM-OLED display;30 bit/pixel;Self-illuminating;
2404;;152.4 mm;1080x2160;Color ASV TFT LCD display;24 bit/pixel;LED;
2405;;114 mm;480x854;Color IPS TFT LCD display;24 bit/pixel;Yes;
2406;;147 mm;2160x3840;Color IPS TFT LCD display;24 bit/pixel;LED;
2407;;152.14 mm;720x1440;Color TN-TFT LCD display;24 bit/pixel;Yes;
2408;;147 mm;1080x2280;Color IPS TFT LCD display;24 bit/pixel;LED;
2409;;159.5 mm;1080x2280;Color AM-OLED display;30 bit/pixel;Self-illuminating;
2410;;148 mm;720x1512;Color IPS TFT LCD display;24 bit/pixel;Yes;
2411;;127 mm;720x1280;Color ASV TFT LCD display;24 bit/pixel;Yes;
2412;;143.51 mm;1080x2160;Color IPS TFT LCD display;24 bit/pixel;Yes;
2413;;134 mm;720x1280;Color IPS TFT LCD display;24 bit/pixel;LED;
2414;;127 mm;720x1280;Color TN-TFT LCD display;24 bit/pixel;LED;
2415;;127 mm;1080x1920;Color TN-TFT LCD display;24 bit/pixel;Yes;
2416;;155 mm;1080x2240;Color AM-OLED display;24 bit/pixel;Self-illuminating;
2417;;256.5 mm;800x1280;Color IPS TFT LCD display;24 bit/pixel;Yes;
2418;;144.78 mm;720x1440;Color TN-TFT LCD display;24 bit/pixel;LED;
2419;;147 mm;1080x2220;Color AM-OLED display;24 bit/pixel;Self-illuminating;
2420;;158.1 mm;1440x2960;Color AM-OLED display;24 bit/pixel;Self-illuminating;
2421;;138 mm;480x960;Color IPS TFT LCD display;24 bit/pixel;Yes;
2422;;151.13 mm;1440x2560;Color AM-OLED display;24 bit/pixel;LED;
2423;;138.68 mm;1080x1920;Color AM-OLED display;24 bit/pixel;LED;
2424;;158.2 mm;1080x2280;Color IPS TFT LCD display;24 bit/pixel;LED;
2425;;152.4 mm;1080x1920;Color TN-TFT LCD display;24 bit/pixel;Yes;
2426;;139 mm;1080x1920;Color TN-TFT LCD display;24 bit/pixel;LED;
2427;;132 mm;1080x1920;Color TN-TFT LCD display;24 bit/pixel;LED;
2428;;138.4 mm;720x960;Color IPS TFT LCD display;24 bit/pixel;Yes;
2429;;139 mm;640x1280;Color IPS TFT LCD display;24 bit/pixel;LED;
2430;;139.5 mm;1440x2560;Color AM-OLED display;24 bit/pixel;Self-illuminating;
2431;;129.2 mm;1440x2560;Color AM-OLED display;24 bit/pixel;Self-illuminating;
2432;;145 mm;720x1440;Color TN-TFT LCD display;24 bit/pixel;LED;
2433;;152.65 mm;1080x2160;Color IPS TFT LCD display;24 bit/pixel;LED;
2434;;145.29 mm;720x1440;Color IPS TFT LCD display;24 bit/pixel;Yes;
2435;;127 mm;1080x1920;Color IPS TFT LCD display;18 bit/pixel;Yes;
2436;;144 mm;1080x1920;Color IPS TFT LCD display;24 bit/pixel;Yes;
2437;;101 mm;480x800;Color IPS TFT LCD display;24 bit/pixel;Yes;
2438;;114 mm;720x1080;Color IPS TFT LCD display;24 bit/pixel;Yes;
2439;;39 mm;240x240;Color IPS TFT LCD display;24 bit/pixel;Yes;
2440;;246.38 mm;1536x2048;Color IPS TFT LCD display;24 bit/pixel;Yes;
2441;;150 mm;1080x2160;Color IPS TFT LCD display;24 bit/pixel;Yes;
2442;;33.5 mm;320x300;Color TN-TFT LCD display;24 bit/pixel;Yes;
2443;;246 mm;1536x2048;Color IPS TFT LCD display;24 bit/pixel;LED;
2444;;144.7 mm;1440x2880;Color IPS TFT LCD display;24 bit/pixel;LED;
2445;;152.1 mm;1080x2160;Color PVA TFT LCD display;24 bit/pixel;LED;
2446;;139 mm;720x1440;Color IPS TFT LCD display;24 bit/pixel;LED;
2447;;61 mm;320x240;Color TN-TFT LCD display;24 bit/pixel;Yes;
2448;;88.9 mm;320x480;Color TN-TFT LCD display;18 bit/pixel;Yes;
2449;;133.9 mm;1440x2560;Color IPS TFT LCD display;24 bit/pixel;LED;
2450;;152 mm;1080x2160;Color TN-TFT LCD display;24 bit/pixel;Yes;
2451;;127 mm;1080x1920;Color AM-OLED display;24 bit/pixel;Yes;
2452;;139 mm;720x1280;Color IPS TFT LCD display;24 bit/pixel;Yes;
2453;;178 mm;720x1280;Color IPS TFT LCD display;24 bit/pixel;Yes;
2454;;35.56 mm;400x400;Color AM-OLED display;24 bit/pixel;Self-illuminating;
2455;;139.7 mm;1440x2560;Color PVA TFT LCD display;24 bit/pixel;LED;
2456;;152.4 mm;720x1528;Color IPS TFT LCD display;24 bit/pixel;Yes;
2457;;32.5 mm;176x176;Yes;24 bit/pixel;Yes;
2458;;274.32 mm;1600x2560;Color IPS TFT LCD display;24 bit/pixel;Yes;
2459;;213.36 mm;1600x2560;Color IPS TFT LCD display;24 bit/pixel;Yes;
2460;;139 mm;720x1280;Color TN-TFT LCD display;24 bit/pixel;Yes;
2461;;101 mm;480x800;Color TN-TFT LCD display;24 bit/pixel;Yes;
2462;;157 mm;1080x2160;Color IPS TFT LCD display;24 bit/pixel;Yes;
2463;;152 mm;720x1280;Color IPS TFT LCD display;24 bit/pixel;Yes;
2464;;34 mm;300x320;Yes;24 bit/pixel;Yes;
2465;;139 mm;1440x2560;Color AM-OLED display;24 bit/pixel;Self-illuminating;
2466;;139.5 mm;1080x1920;Color AM-OLED display;24 bit/pixel;Self-illuminating;
2467;;134.6 mm;720x1280;Color IPS TFT LCD display;24 bit/pixel;Yes;
2468;;113.1 mm;480x854;Color IPS TFT LCD display;24 bit/pixel;Yes;
2469;;129 mm;720x1280;Color IPS TFT LCD display;24 bit/pixel;Yes;
2470;;152.4 mm;1080x1920;Color TN-TFT LCD display;24 bit/pixel;LED;
2471;;139.7 mm;720x144;Color IPS TFT LCD display;24 bit/pixel;Yes;
2472;;152 mm;1080x1920;Color IPS TFT LCD display;24 bit/pixel;Yes;
2473;;139 mm;1080x1920;Color AM-OLED display;24 bit/pixel;Yes;
2474;;143.5 mm;720x1440;Color IPS TFT LCD display;24 bit/pixel;Yes;
2475;;138 mm;480x960;Color TN-TFT LCD display;24 bit/pixel;Yes;
2476;;83.8 mm;480x844;Color IPS TFT LCD display;24 bit/pixel;Yes;
2477;;145.5 mm;1440x2560;Color ASV TFT LCD display;24 bit/pixel;LED;120 Hz
2478;;134.62 mm;1080x1920;Color ASV TFT LCD display;24 bit/pixel;Yes;
2479;;139.7 mm;1080x1920;Color IPS TFT LCD display;24 bit/pixel;Self-illuminating;
2480;;130.2 mm;1080x1920;Color IPS TFT LCD display;24 bit/pixel;LED;
2481;;139 mm;1080x1920;Color AM-OLED display;24 bit/pixel;Self-illuminating;
2482;;114.3 mm;540x960;Color IPS TFT LCD display;24 bit/pixel;LED;
2483;;132.1 mm;720x1280;Color IPS TFT LCD display;24 bit/pixel;LED;
2484;;152.21 mm;1080x2160;Color ASV TFT LCD display;24 bit/pixel;LED;
2485;;163.3 mm;1080x2160;Color AM-OLED display;24 bit/pixel;Self-illuminating;
2486;;152.2 mm;720x1440;Color ASV TFT LCD display;24 bit/pixel;Yes;
2487;;152.21 mm;1080x2160;Color AM-OLED display;24 bit/pixel;Self-illuminating;
2488;;127 mm;484x854;Color TN-TFT LCD display;24 bit/pixel;Yes;
2489;;35.4 mm;390x390;Color AM-OLED display;24 bit/pixel;Self-illuminating;
2490;;35.4 mm;400x400;Color AM-OLED display;24 bit/pixel;Self-illuminating;
2491;;132 mm;720x1280;Color TN-TFT LCD display;24 bit/pixel;Yes;
2492;;203.2 mm;1920x1200;Color TN-TFT LCD display;24 bit/pixel;Yes;
2493;;127 mm;1080x1920;Color ASV TFT LCD display;24 bit/pixel;Yes;
2494;;312.42 mm;1920x1080;Color TN-TFT LCD display;24 bit/pixel;Yes;
2495;;163.32 mm;1080x2160;Color AM-OLED display;24 bit/pixel;Self-illuminating;
2496;;106.7 mm;720x1280;Color IPS TFT LCD display;24 bit/pixel;Yes;
2497;;132.08 mm;480x854;Color IPS TFT LCD display;24 bit/pixel;Yes;
2498;;30.4 mm;240x240;Color TN-TFT LCD display;24 bit/pixel;Yes;
2499;;139 mm;720x1080;Color AM-OLED display;24 bit/pixel;Yes;
2500;;256 mm;1920x1200;Color TN-TFT LCD display;24 bit/pixel;Yes;
2501;;152.1 mm;1080x2160;Color IPS TFT LCD display;24 bit/pixel;LED;
2502;;139.7 mm;1080x2040;Color ASV TFT LCD display;24 bit/pixel;LED;
2503;;139.19 mm;1080x2040;Color ASV TFT LCD display;24 bit/pixel;LED;
2504;;127 mm;720x1280;Color AM-OLED display;24 bit/pixel;Self-illuminating;
2505;;124.46 mm;1080x2032;Color ASV TFT LCD display;24 bit/pixel;Yes;120 Hz
2506;;150.6 mm;1080x2160;Color IPS TFT LCD display;24 bit/pixel;Yes;
2507;;127 mm;540x960;Color IPS TFT LCD display;24 bit/pixel;Yes;
2508;;152.14 mm;1080x2160;Color TN-TFT LCD display;24 bit/pixel;LED;
2509;;138.786 mm;2160x3840;Color TN-TFT LCD display;24 bit/pixel;LED;
2510;;163.322 mm;1080x2160;Color AM-OLED display;24 bit/pixel;Self-illuminating;
2511;;139.7 mm;720x1280;Color AM-OLED display;24 bit/pixel;Self-illuminating;
2512;;152.4 mm;1080x2160;Color TN-TFT LCD display;24 bit/pixel;LED;
2513;;145 mm;1080x1920;Color IPS TFT LCD display;24 bit/pixel;Yes;
2514;;203 mm;1200x1920;Color TN-TFT LCD display;24 bit/pixel;Yes;
2515;;337.82 mm;1920x1080;Color IPS TFT LCD display;24 bit/pixel;LED;
2516;;139 mm;1080x1920;Color ASV TFT LCD display;24 bit/pixel;LED;
2517;;152.6 mm;1080x2160;Color AM-OLED display;30 bit/pixel;Self-illuminating;
2518;;312.42 mm;2736x1824;Color IPS TFT LCD display;24 bit/pixel;Yes;
2519;;139.7 mm;1080x1920;Color ASV TFT LCD display;24 bit/pixel;Yes;
2520;;126.7 mm;720x1280;Color IPS TFT LCD display;24 bit/pixel;LED;
2521;;142 mm;640x240;Monochrome STN LCD display;2 bit/pixel;ELP;
2522;;132 mm;1080x1920;Color PVA TFT LCD display;24 bit/pixel;LED;
2523;;152.15 mm;1080x2160;Yes;24 bit/pixel;Yes;
2524;;152.654 mm;1080x2160;Color AM-OLED display;24 bit/pixel;Self-illuminating;
2525;;139.7 mm;1080x2160;Color IPS TFT LCD display;24 bit/pixel;Yes;
2526;;33 mm;;Yes;24 bit/pixel;Yes;
2527;;256.54 mm;1920x1200;Color TN-TFT LCD display;24 bit/pixel;Yes;
2528;;114.3 mm;720x1280;Color IPS TFT LCD display;24 bit/pixel;Yes;
2529;;139.4 mm;1080x1920;Color AM-OLED display;24 bit/pixel;Self-illuminating;
2530;;152 mm;1080x1920;Color IPS TFT LCD display;24 bit/pixel;LED;
2531;;152 mm;1440x2880;Color PVA TFT LCD display;30 bit/pixel;LED;
2532;;132 mm;720x1080;Color IPS TFT LCD display;24 bit/pixel;Yes;
2533;;130.8 mm;1080x1920;Color IPS TFT LCD display;24 bit/pixel;LED;
2534;;139 mm;1080x1920;Color ASV TFT LCD display;24 bit/pixel;Yes;
2535;;126 mm;480x854;Color TN-TFT LCD display;24 bit/pixel;Yes;
2536;;152 mm;720x1280;Color IPS TFT LCD display;24 bit/pixel;LED;
2537;;150 mm;1440x2560;Color IPS TFT LCD display;24 bit/pixel;LED;
2538;;32 mm;144x168;Monochrome TFT LCD display;24 bit/pixel;Yes;
2539;;139 mm;1080x2160;Color IPS TFT LCD display;24 bit/pixel;LED;
2540;;138.6 mm;1080x1920;Color AM-OLED display;24 bit/pixel;Self-illuminating;
2541;;86.4 mm;540x960;Color ASV TFT LCD display;24 bit/pixel;Yes;
2542;;117 mm;720x1280;Color IPS TFT LCD display;24 bit/pixel;LED;
2543;;203 mm;1280x800;Color IPS TFT LCD display;24 bit/pixel;Yes;
2544;;178 mm;1024x600;Color IPS TFT LCD display;24 bit/pixel;Yes;
2545;;152.4 mm;720x1280;Color IPS TFT LCD display;24 bit/pixel;Yes;
2546;;139.7 mm;720x1280;Yes;24 bit/pixel;Yes;
2547;;27.94 mm;218x218;Color TN-TFT LCD display;24 bit/pixel;Yes;
2548;;145.5 mm;1080x2040;Color TN-TFT LCD display;24 bit/pixel;LED;
2549;;256 mm;1920x1200;Color TN-TFT LCD display;24 bit/pixel;LED;
2550;;152 mm;1080x2160;Color AM-OLED display;24 bit/pixel;Yes;
2551;;152.4 mm;1080x2160;Color AM-OLED display;24 bit/pixel;Yes;
2552;;312.42 mm;2400x1600;Color ASV TFT LCD display;24 bit/pixel;LED;
2553;;199.4 mm;2048x1536;Color IPS TFT LCD display;24 bit/pixel;Yes;
2554;;126 mm;720x1280;Color IPS TFT LCD display;24 bit/pixel;LED;
2555;;139.7 mm;1080x1920;Color TN-TFT LCD display;24 bit/pixel;Yes;
2556;;127 mm;480x854;Yes;24 bit/pixel;Yes;
2557;;132.1 mm;480x854;Color TN-TFT LCD display;24 bit/pixel;Yes;
2558;;81 mm;160x240;Monochrome STN LCD display;2 bit/pixel;ELP;
2559;;294 mm;1366x768;Color TN-TFT LCD display;24 bit/pixel;Yes;
2560;;203.2 mm;1280x800;Color IPS TFT LCD display;24 bit/pixel;LED;
2561;;200 mm;1024x768;Color IPS TFT LCD display;24 bit/pixel;Yes;
2562;;152.1 mm;720x1440;Color ASV TFT LCD display;24 bit/pixel;Yes;
2563;;152 mm;720x1280;Color ASV TFT LCD display;24 bit/pixel;LED;
2564;;139 mm;720x1280;Color ASV TFT LCD display;24 bit/pixel;LED;
2565;;127 mm;1080x1920;Color AM-OLED display;24 bit/pixel;Self-illuminating;
2566;;152.4 mm;1080x1920;Color IPS TFT LCD display;24 bit/pixel;LED;
2567;;88.9 mm;480x800;Color IPS TFT LCD display;24 bit/pixel;Yes;
2568;;152.65 mm;720x1440;Color IPS TFT LCD display;24 bit/pixel;Yes;
2569;;160.5 mm;1440x2960;Color AM-OLED display;24 bit/pixel;Self-illuminating;
2570;;119.3 mm;720x1280;Color IPS TFT LCD display;24 bit/pixel;Yes;
2571;;139.7 mm;540x960;Color IPS TFT LCD display;24 bit/pixel;Yes;
2572;;139.7 mm;1080x1920;Color AM-OLED display;24 bit/pixel;Yes;
2573;;139.7 mm;1080x1920;Color TN-TFT LCD display;24 bit/pixel;LED;
2574;;139.7 mm;1080x1920;Color AM-OLED display;24 bit/pixel;Self-illuminating;
2575;;139.7 mm;720x1440;Color AM-OLED display;24 bit/pixel;Yes;
2576;;127 mm;1080x1920;Color TN-TFT LCD display;24 bit/pixel;LED;
2577;;147 mm;1440x2960;Color AM-OLED display;24 bit/pixel;Self-illuminating;
2578;;119.4 mm;1280x720;Color IPS TFT LCD display;24 bit/pixel;Yes;
2579;;30.5 mm;360x360;Color AM-OLED display;24 bit/pixel;Self-illuminating;
2580;;35.56 mm;454x454;Color AM-OLED display;24 bit/pixel;Self-illuminating;
2581;;114.3 mm;540x960;Color IPS TFT LCD display;24 bit/pixel;Yes;
2582;;268.6 mm;1920x1080;Color TN-TFT LCD display;24 bit/pixel;LED;
2583;;256.5 mm;1280x800;Color TN-TFT LCD display;24 bit/pixel;Yes;
2584;;24.4 mm;64x128;Color PM-OLED display;24 bit/pixel;Yes;
2585;;24.1 mm;240x240;Color PM-OLED display;24 bit/pixel;Yes;
2586;;33 mm;240x240;Color IPS TFT LCD display;24 bit/pixel;Yes;
2587;;114 mm;480x854;Color IPS TFT LCD display;24 bit/pixel;LED;
2588;;132 mm;1440x2560;Color IPS TFT LCD display;24 bit/pixel;LED;
2589;;178 mm;1920x1200;Color IPS TFT LCD display;24 bit/pixel;LED;
2590;;127 mm;720x1080;Color IPS TFT LCD display;24 bit/pixel;LED;
2591;;139.7 mm;480x854;Color IPS TFT LCD display;24 bit/pixel;Yes;
2592;;119 mm;720x1280;Color IPS TFT LCD display;24 bit/pixel;LED;
2593;;89 mm;320x480;Color TN-TFT LCD display;18 bit/pixel;Yes;
2594;;96.6 mm;480x800;Color TN-TFT LCD display;24 bit/pixel;Yes;
2595;;152.4 mm;1080x1920;Yes;24 bit/pixel;Yes;
2596;;132.1 mm;720x1280;Color IPS TFT LCD display;24 bit/pixel;Yes;
2597;;152.1 mm;1080x2160;Color ASV TFT LCD display;24 bit/pixel;Yes;
2598;;203 mm;1200x1920;Color IPS TFT LCD display;24 bit/pixel;Yes;
2599;;139.7 mm;1080x1920;Color ASV TFT LCD display;24 bit/pixel;LED;
2600;;144.78 mm;720x1440;Color ASV TFT LCD display;24 bit/pixel;LED;